Reporting country (Name),Country,Commodity (Name),Trade flow (Name),Unit (Name),Unit,Quantity
China,Japan,"Flatfish nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,4728.55
China,Japan,"Gadiformes nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,414
China,Japan,"Greenland halibut, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,175.17
China,Japan,"Hairtails, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,12.76
China,Japan,"Hairtails, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,490.26
China,Japan,"Halibuts nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2.92
China,Japan,"Herring,achovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif.saury,scad,capelin,etc,dried,salted or not,not smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,25
China,Japan,"Herrings nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.13
China,Japan,"Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,61.87
China,Japan,"Jack and horse mackerel, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1249.61
China,Japan,"Jack and horse mackerels, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,72.57
China,Japan,"Jellyfish, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1770.64
China,Japan,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3.16
China,Japan,"Livers, roes, milt, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,38.1
China,Japan,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.87
China,Japan,"Mackerels nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,3533.77
China,Japan,"Mackerels, nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,19.36
China,Japan,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,2.76
China,Japan,"Molluscs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,112.15
China,Japan,"Molluscs nei, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,2.21
China,Japan,"Molluscs nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Japan,"Octopus, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,362.85
China,Japan,"Octopus, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.06
China,Japan,"Octopus, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.84
China,Japan,"Octopus, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,7.71
China,Japan,Ornamental freshwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,8.85
China,Japan,"Other  edible fish offal, smoked, dried, salted or in brine",Imports,Tonnes - net product weight,Tonnes - net product weight,19.95
China,Japan,"Oyster meat, prepared or preserved, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,9.5
China,Japan,"Oysters, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,389.75
China,Japan,"Oysters, live fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,21.71
China,Japan,"Pacific salmons, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1751.09
China,Japan,"Plaices, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,4.59
China,Japan,"Plaices, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,174.36
China,Japan,"Pomfrets, ocean breams, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,33.01
China,Japan,"Pomfrets, ocean breams, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,18.47
China,Japan,"Puffer, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,10.68
China,Japan,"Rays and skates (Rajidae), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,67.03
China,Japan,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.8
China,Japan,"Salmon fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.89
China,Japan,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Japan,"Salmons, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Japan,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.32
China,Japan,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1528.5
China,Japan,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3.53
China,Japan,"Scallop meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,1759.49
China,Japan,"Scallops, including queen scallop, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,61609.13
China,Japan,"Scallops, including queen scallops, dried, salted or in brine; smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,73.8
China,Japan,"Scallops, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,5367.74
China,Japan,"Sea-cucumber, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,87.64
China,Japan,"Sea-cucumber, other than live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,35.67
China,Japan,"Sea-cucumber, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,59.33
China,Japan,"Sea-urchin, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Japan,"Sea-urchin, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.47
China,Japan,"Seabreams nei, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.01
China,Japan,"Shark fins, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,9.82
China,Japan,"Shark fins, smoked, dried, whether or not salted, etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,16.32
China,Japan,"Shrimps and prawns (Pandalus spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,87.02
China,Japan,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1.12
China,Japan,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,94.49
China,Japan,"Shrimps and prawns, peeled, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.12
China,Japan,"Shrimps and prawns, prep. or pres., in airtight containers",Imports,Tonnes - net product weight,Tonnes - net product weight,1.55
China,Japan,"Skipjack tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,1.5
China,Japan,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,110.18
China,Japan,"Tuna loins and fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.5
China,Japan,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.68
China,Japan,"Yellowfin tuna, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.17
China,Kazakhstan,"Carps, eels and snakeheads, fillets, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,17.95
China,Kazakhstan,"Carps, eels and snakeheads, fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,35.22
China,Kazakhstan,"Carps, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,254.3
China,Kazakhstan,"Fish, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.18
China,Kazakhstan,"Fish, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,3503.96
China,Kazakhstan,"Salmonoids, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,102.89
China,Kenya,"Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,91.51
China,Kenya,"Fish for culture incl. ova, fingerlings etc.",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Kenya,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,0.02
China,Kenya,"Nile perch fillets, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,220.96
China,Kenya,Ornamental saltwater fish,Imports,Tonnes - net product weight,Tonnes - net product weight,0.14
China,Kenya,"Other aquatic invertebrates, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,0.04
China,Kenya,"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,141.14
China,Kenya,"Shrimps and prawns, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0
China,Kiribati,"Skipjack tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,696.37
China,Kiribati,"Yellowfin tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,25.01
China,"Korea, Republic of","Abalone (Haliotis spp.), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,1.14
China,"Korea, Republic of","Abalone meat, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,0.09
China,"Korea, Republic of","Alaska pollock, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5685.85
China,"Korea, Republic of","Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,7800.13
China,"Korea, Republic of","Anchovies, prepared or preserved, not minced",Imports,Tonnes - net product weight,Tonnes - net product weight,0.03
China,"Korea, Republic of","Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,11.19
China,"Korea, Republic of","Bigeye tuna, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,129.54
China,"Korea, Republic of",Caviar substitutes,Imports,Tonnes - net product weight,Tonnes - net product weight,0.16
China,"Korea, Republic of","Clams, cockles, arkshells, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,5361.74
China,"Korea, Republic of","Clams, shucked or not, live, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,40.97
China,"Korea, Republic of","Cods nei, dried,  whether or not salted",Imports,Tonnes - net product weight,Tonnes - net product weight,8.88
China,"Korea, Republic of","Cods nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,2152.64
China,"Korea, Republic of","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen, even smoked, whether in shell or not",Imports,Tonnes - net product weight,Tonnes - net product weight,48
China,"Korea, Republic of","Common sole (Solea Solea), frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,5.41
China,"Korea, Republic of","Crab meat nei, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,1.19
China,"Korea, Republic of","Crabs nei, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,76.46
China,"Korea, Republic of","Crabs, peeled or not, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,51.31
China,"Korea, Republic of","Croakers, fresh or chilled",Imports,Tonnes - net product weight,Tonnes - net product weight,35.64
China,"Korea, Republic of","Croakers, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,17.94
China,"Korea, Republic of","Crustacean meal, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,231
China,"Korea, Republic of","Crustaceans nei, dried, salted or in brine, smoked",Imports,Tonnes - net product weight,Tonnes - net product weight,0.16
China,"Korea, Republic of","Crustaceans, live, fresh, chilled or boiled in water, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,0.32
China,"Korea, Republic of","Cuttlefish and squid, prepared or preserved",Imports,Tonnes - net product weight,Tonnes - net product weight,19.59
China,"Korea, Republic of","Cuttlefishes and squids, frozen, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,1587.99
China,"Korea, Republic of","Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Tonnes - net product weight,Tonnes - net product weight,166.52
China,"Korea, Republic of","Eels, frozen",Imports,Tonnes - net product weight,Tonnes - net product weight,50.71
